user_id,restaurant_id,rating
36,149,4.0
101,395,4.0
794,44,4.0
86,371,4.0
516,186,4.0
223,108,4.0
338,44,5.0
960,78,4.0
166,226,4.0
383,162,4.0
856,281,4.0
895,253,4.0
376,132,4.0
471,448,4.0
790,372,4.0
642,375,4.0
31,474,4.0
375,144,4.0
11,266,4.0
988,109,5.0
302,194,4.0
96,35,4.0
190,467,4.0
453,390,4.0
192,275,5.0
486,187,4.0
266,437,4.0
424,500,4.0
128,243,4.0
238,264,5.0
920,462,4.0
355,10,4.0
940,451,4.0
112,166,4.0
828,29,4.0
446,271,5.0
343,87,4.0
145,23,4.0
65,210,5.0
247,46,4.0
735,467,4.0
991,28,4.0
490,26,4.0
825,266,4.0
439,175,4.0
106,4,5.0
181,311,4.0
184,322,4.0
226,67,4.0
777,135,4.0
790,55,4.0
909,464,4.0
89,31,4.0
688,74,4.0
530,19,4.0
371,156,4.0
972,337,5.0
936,156,5.0
913,147,4.0
399,485,4.0
106,87,5.0
271,20,4.0
975,269,4.0
831,333,4.0
503,43,4.0
679,395,4.0
525,432,4.0
849,399,4.0
32,401,4.0
393,438,4.0
40,306,4.0
660,28,4.0
218,467,4.0
731,260,4.0
981,22,4.0
82,470,4.0
845,375,4.0
720,101,4.0
201,39,4.0
447,290,4.0
844,353,5.0
428,300,4.0
38,170,5.0
211,296,4.0
444,353,4.0
327,396,5.0
761,130,4.0
227,156,4.0
48,74,4.0
18,342,5.0
912,465,5.0
439,90,4.0
807,67,4.0
708,455,5.0
187,236,4.0
345,200,4.0
224,468,4.0
830,332,4.0
488,227,4.0
909,465,4.0
877,348,4.0
849,233,4.0
229,266,4.0
390,86,4.0
979,102,4.0
589,441,4.0
188,481,5.0
858,214,4.0
270,108,4.0
607,165,4.0
310,461,4.0
132,91,5.0
551,192,4.0
72,335,4.0
793,86,4.0
845,222,4.0
672,363,4.0
187,424,4.0
486,101,4.0
191,226,4.0
422,364,5.0
120,60,4.0
220,482,4.0
53,250,4.0
734,48,5.0
451,117,4.0
412,227,5.0
643,362,4.0
237,403,4.0
758,456,5.0
738,487,4.0
720,33,4.0
406,44,4.0
608,476,5.0
422,165,4.0
712,368,5.0
247,345,4.0
72,292,4.0
830,337,4.0
185,344,4.0
6,405,4.0
206,386,4.0
544,287,4.0
611,364,4.0
906,225,4.0
387,286,4.0
768,204,4.0
699,172,4.0
76,12,4.0
177,307,4.0
827,121,5.0
799,433,4.0
349,244,4.0
255,152,4.0
837,152,4.0
702,188,4.0
308,395,4.0
345,13,4.0
127,91,4.0
937,200,5.0
287,74,4.0
766,256,4.0
725,456,4.0
762,448,4.0
596,276,4.0
487,328,4.0
383,329,5.0
406,71,4.0
388,78,4.0
525,284,4.0
557,130,4.0
639,377,4.0
938,43,4.0
626,8,4.0
945,13,4.0
276,213,4.0
500,111,5.0
717,476,4.0
337,291,4.0
950,23,5.0
932,302,5.0
481,254,5.0
897,15,4.0
911,130,5.0
973,61,4.0
273,115,4.0
920,460,4.0
58,320,5.0
328,308,4.0
731,420,4.0
109,451,4.0
279,325,4.0
686,67,5.0
328,249,4.0
776,175,4.0
315,339,5.0
474,2,4.0
111,172,4.0
699,485,5.0
781,448,4.0
935,465,5.0
229,334,4.0
497,284,4.0
156,475,4.0
473,54,4.0
701,458,4.0
272,67,4.0
887,420,5.0
2,102,4.0
758,120,4.0
722,191,4.0
511,409,4.0
913,470,4.0
286,304,4.0
871,423,4.0
13,47,4.0
608,222,4.0
498,21,4.0
733,158,5.0
238,348,4.0
94,159,4.0
338,377,4.0
781,372,5.0
171,410,5.0
981,235,4.0
606,150,4.0
661,405,5.0
624,257,5.0
567,165,5.0
849,77,5.0
936,85,4.0
467,46,4.0
628,393,5.0
143,401,4.0
201,47,4.0
180,213,4.0
714,479,4.0
364,487,4.0
479,59,5.0
565,54,4.0
471,342,4.0
384,12,4.0
692,192,4.0
926,6,4.0
417,309,4.0
825,144,5.0
308,346,4.0
649,261,4.0
694,73,4.0
367,174,4.0
1,232,4.0
44,270,4.0
739,428,4.0
843,447,4.0
98,362,4.0
720,222,4.0
265,52,5.0
800,116,4.0
783,26,5.0
140,53,4.0
481,365,4.0
237,29,4.0
974,19,4.0
953,303,4.0
904,392,4.0
72,279,5.0
667,117,5.0
190,106,5.0
268,419,4.0
321,479,5.0
107,309,4.0
232,227,4.0
42,352,5.0
702,186,4.0
883,261,4.0
139,16,4.0
615,273,5.0
683,160,4.0
863,358,5.0
273,250,5.0
481,224,4.0
416,256,4.0
506,180,4.0
733,20,4.0
725,112,4.0
853,120,4.0
424,194,5.0
407,468,4.0
568,111,5.0
390,210,5.0
342,1,4.0
946,58,4.0
614,93,4.0
933,221,5.0
493,211,4.0
192,428,4.0
499,232,4.0
822,262,4.0
712,364,4.0
233,103,4.0
945,50,4.0
227,374,4.0
371,110,4.0
139,456,5.0
856,88,4.0
817,20,5.0
149,14,4.0
115,133,4.0
450,425,4.0
63,296,4.0
104,34,4.0
851,380,4.0
871,208,5.0
668,301,5.0
273,199,4.0
6,80,5.0
147,71,4.0
184,155,4.0
998,78,4.0
28,78,5.0
962,172,5.0
550,289,5.0
119,33,4.0
293,300,4.0
371,276,5.0
244,367,4.0
580,420,4.0
726,7,4.0
218,160,4.0
177,240,4.0
299,451,4.0
676,423,4.0
58,477,4.0
269,24,4.0
308,214,4.0
570,70,4.0
288,368,4.0
977,216,4.0
105,104,4.0
228,215,5.0
247,54,5.0
700,294,4.0
494,330,4.0
83,336,5.0
186,203,4.0
252,288,4.0
355,45,4.0
750,317,4.0
872,198,4.0
696,216,4.0
796,481,5.0
897,309,4.0
938,384,4.0
210,435,4.0
816,332,4.0
808,184,4.0
609,27,4.0
447,166,4.0
460,318,4.0
968,274,4.0
472,383,4.0
720,365,4.0
370,103,4.0
900,448,4.0
934,333,4.0
492,373,4.0
923,104,4.0
137,414,4.0
367,245,4.0
912,305,4.0
184,169,4.0
588,116,4.0
287,141,4.0
472,418,4.0
375,356,4.0
654,478,4.0
749,125,4.0
537,25,4.0
511,194,4.0
802,384,4.0
579,100,4.0
250,402,4.0
920,5,4.0
510,19,5.0
630,170,5.0
73,274,4.0
282,254,5.0
916,121,4.0
960,32,5.0
360,149,4.0
10,266,4.0
211,37,4.0
835,177,5.0
152,342,4.0
5,13,5.0
195,183,5.0
954,145,5.0
283,265,5.0
464,88,4.0
113,428,4.0
271,462,5.0
163,46,5.0
460,392,4.0
105,119,4.0
693,421,4.0
556,19,4.0
282,447,4.0
687,220,4.0
162,430,4.0
983,233,5.0
351,94,5.0
434,455,5.0
852,251,4.0
140,250,4.0
471,282,4.0
132,232,4.0
87,46,5.0
688,374,4.0
183,46,4.0
368,459,4.0
129,14,4.0
246,85,4.0
601,319,4.0
578,328,5.0
670,3,4.0
899,28,4.0
378,381,4.0
149,157,4.0
985,343,5.0
852,402,4.0
433,419,4.0
628,333,4.0
726,332,4.0
469,175,5.0
446,114,4.0
481,389,4.0
884,487,5.0
294,331,4.0
765,250,4.0
143,59,4.0
250,203,4.0
878,315,5.0
948,239,4.0
975,234,4.0
302,303,4.0
25,95,4.0
789,479,4.0
984,141,4.0
889,334,4.0
890,113,4.0
901,109,5.0
70,362,5.0
625,345,4.0
875,289,4.0
112,97,4.0
364,446,4.0
303,335,5.0
471,16,4.0
964,44,5.0
91,442,4.0
530,376,4.0
661,230,5.0
988,390,4.0
739,108,4.0
726,217,4.0
872,399,4.0
663,260,4.0
192,312,4.0
963,320,5.0
552,196,4.0
242,478,4.0
138,418,5.0
345,475,4.0
180,95,4.0
712,56,4.0
503,32,5.0
203,492,4.0
573,231,4.0
192,372,4.0
5,9,4.0
890,191,4.0
237,361,4.0
693,200,4.0
311,334,5.0
549,161,5.0
56,87,4.0
443,21,5.0
237,311,4.0
870,76,4.0
861,441,4.0
197,386,4.0
585,141,4.0
571,126,4.0
752,251,4.0
514,388,4.0
449,84,5.0
360,434,4.0
700,371,4.0
819,48,5.0
30,379,4.0
779,78,4.0
988,30,4.0
108,285,4.0
844,136,4.0
935,140,4.0
602,41,4.0
717,486,4.0
891,282,4.0
968,50,4.0
959,258,4.0
960,311,4.0
445,360,4.0
893,440,5.0
438,270,4.0
732,134,4.0
890,234,5.0
606,128,5.0
457,104,4.0
615,254,4.0
735,95,5.0
698,337,4.0
981,217,5.0
696,61,4.0
495,480,4.0
674,268,4.0
247,241,5.0
543,13,4.0
564,147,4.0
857,428,4.0
588,240,4.0
897,89,4.0
439,95,5.0
278,315,4.0
552,293,4.0
613,25,4.0
111,272,4.0
385,166,5.0
833,427,4.0
761,497,4.0
191,250,4.0
490,87,4.0
694,142,4.0
426,134,4.0
405,473,4.0
335,279,4.0
209,126,5.0
22,316,4.0
678,491,5.0
611,396,4.0
208,141,4.0
8,356,4.0
702,103,4.0
687,226,4.0
785,390,5.0
529,63,4.0
602,294,4.0
653,384,4.0
657,306,4.0
166,254,4.0
849,180,5.0
496,40,4.0
590,264,4.0
429,189,4.0
774,8,5.0
163,104,4.0
366,225,4.0
526,34,4.0
239,236,4.0
72,463,4.0
445,228,4.0
655,188,4.0
822,313,4.0
509,483,4.0
795,430,4.0
269,22,4.0
753,343,4.0
415,40,4.0
245,173,5.0
675,439,5.0
60,179,4.0
6,86,4.0
709,133,4.0
982,351,4.0
570,13,4.0
817,28,4.0
407,84,5.0
217,481,4.0
930,464,4.0
26,318,5.0
815,349,4.0
5,343,4.0
986,280,4.0
532,354,5.0
390,263,5.0
710,166,4.0
571,293,4.0
448,68,4.0
754,226,4.0
146,170,5.0
388,86,4.0
785,133,4.0
249,448,4.0
526,178,4.0
462,490,4.0
13,343,4.0
903,252,4.0
384,15,4.0
556,223,4.0
887,379,4.0
399,201,5.0
19,107,4.0
575,250,4.0
491,437,4.0
751,409,4.0
419,89,4.0
337,125,5.0
419,113,4.0
915,469,5.0
916,137,4.0
612,247,4.0
675,496,5.0
928,166,4.0
122,150,4.0
432,363,4.0
44,343,4.0
872,433,4.0
920,68,4.0
317,221,4.0
381,271,4.0
145,321,5.0
327,310,5.0
363,414,5.0
50,349,4.0
65,20,4.0
355,289,5.0
800,489,4.0
164,492,5.0
141,100,4.0
966,252,4.0
826,470,4.0
128,77,5.0
398,135,4.0
933,392,4.0
880,412,5.0
463,173,4.0
751,363,5.0
836,201,4.0
808,217,4.0
187,376,5.0
720,208,4.0
732,74,4.0
912,11,4.0
190,287,4.0
388,256,4.0
429,12,4.0
858,380,5.0
284,479,5.0
864,78,4.0
237,435,4.0
194,172,4.0
287,96,4.0
771,306,4.0
758,373,4.0
136,273,4.0
792,419,4.0
783,385,4.0
171,413,5.0
159,179,5.0
201,64,4.0
487,132,5.0
557,343,4.0
962,412,5.0
776,272,4.0
583,319,5.0
504,332,4.0
876,437,4.0
371,341,4.0
103,109,4.0
125,273,4.0
313,168,4.0
976,397,5.0
995,180,4.0
798,58,4.0
458,480,4.0
230,421,4.0
658,498,5.0
882,79,5.0
197,460,4.0
885,61,4.0
733,369,4.0
423,121,4.0
572,207,4.0
610,34,4.0
171,70,4.0
382,17,4.0
173,496,4.0
663,497,5.0
453,20,4.0
350,457,5.0
902,315,4.0
952,69,4.0
634,215,4.0
494,161,5.0
620,102,4.0
4,376,5.0
93,206,4.0
919,145,4.0
6,57,5.0
288,83,4.0
618,481,5.0
146,385,4.0
783,269,4.0
424,494,5.0
890,411,4.0
608,454,4.0
457,187,5.0
741,6,4.0
202,353,5.0
212,350,4.0
6,110,4.0
624,483,4.0
376,407,4.0
891,138,4.0
447,51,4.0
835,403,4.0
106,51,4.0
651,476,4.0
811,87,4.0
401,68,4.0
96,84,4.0
388,467,4.0
959,42,4.0
452,219,4.0
849,57,4.0
809,226,4.0
979,196,4.0
901,248,4.0
416,166,4.0
726,62,4.0
504,263,4.0
454,112,4.0
291,253,4.0
534,199,5.0
193,178,4.0
980,436,4.0
150,26,4.0
880,410,4.0
759,246,4.0
779,19,4.0
973,265,4.0
763,317,5.0
515,20,4.0
393,106,4.0
316,237,4.0
76,306,4.0
599,464,4.0
270,246,4.0
225,81,4.0
530,150,4.0
113,397,4.0
251,396,4.0
233,10,4.0
841,321,5.0
791,224,5.0
714,414,4.0
83,264,5.0
125,149,4.0
175,278,5.0
69,274,4.0
47,194,4.0
884,432,4.0
256,172,4.0
727,265,4.0
30,451,4.0
281,310,4.0
924,26,4.0
994,469,4.0
237,350,4.0
248,476,4.0
368,356,4.0
495,26,5.0
25,34,4.0
586,264,4.0
718,138,5.0
490,304,4.0
494,183,4.0
314,363,5.0
606,242,4.0
375,54,4.0
639,462,4.0
937,168,4.0
25,119,4.0
334,143,4.0
355,81,4.0
116,245,4.0
48,402,5.0
738,352,5.0
778,358,4.0
99,407,4.0
459,62,5.0
523,46,5.0
597,87,4.0
405,99,4.0
214,295,4.0
685,399,5.0
903,53,5.0
503,472,4.0
721,192,5.0
448,447,4.0
894,476,4.0
576,80,5.0
258,16,5.0
844,360,4.0
121,487,4.0
810,326,4.0
978,194,4.0
54,141,4.0
331,108,4.0
784,303,4.0
241,265,4.0
755,447,5.0
530,290,4.0
483,209,4.0
187,475,4.0
858,413,5.0
656,165,4.0
262,427,5.0
953,342,4.0
364,371,4.0
491,320,4.0
431,152,4.0
239,455,4.0
304,290,5.0
298,432,4.0
76,268,4.0
700,151,4.0
333,207,4.0
900,255,4.0
999,353,4.0
758,377,4.0
642,141,4.0
474,343,4.0
827,358,4.0
923,96,4.0
283,429,4.0
591,370,4.0
72,227,4.0
263,193,4.0
703,303,4.0
879,314,4.0
887,493,4.0
942,389,4.0
575,377,4.0
1000,461,4.0
892,118,5.0
12,5,4.0
141,444,4.0
766,352,5.0
555,243,4.0
17,21,5.0
63,152,4.0
253,128,4.0
465,124,5.0
376,146,4.0
804,277,4.0
981,310,4.0
520,394,4.0
837,152,4.0
90,360,4.0
720,111,5.0
804,469,5.0
796,473,4.0
630,116,4.0
861,188,4.0
175,57,4.0
76,251,5.0
613,384,5.0
926,407,5.0
663,150,4.0
400,452,4.0
782,162,5.0
970,120,4.0
71,70,4.0
180,412,4.0
124,351,5.0
381,99,4.0
293,167,4.0
797,298,4.0
195,151,4.0
911,326,5.0
228,464,4.0
431,2,4.0
942,152,4.0
436,401,4.0
787,365,4.0
461,65,4.0
618,326,4.0
21,69,4.0
64,121,5.0
165,109,5.0
27,316,4.0
311,247,4.0
285,434,4.0
660,93,4.0
281,268,4.0
838,103,5.0
831,431,4.0
164,451,4.0
898,112,4.0
918,321,4.0
224,411,5.0
784,304,4.0
146,344,4.0
965,62,4.0
950,300,4.0
868,403,4.0
30,443,4.0
45,136,4.0
787,55,5.0
471,108,4.0
34,303,4.0
653,258,4.0
427,253,4.0
830,222,4.0
886,478,4.0
221,369,4.0
868,167,4.0
534,429,4.0
692,160,4.0
948,449,5.0
367,166,5.0
932,205,4.0
841,267,4.0
743,138,4.0
915,368,4.0
550,443,4.0
582,346,4.0
116,248,5.0
239,55,4.0
335,404,4.0
441,209,4.0
148,17,5.0
9,68,4.0
288,133,5.0
388,188,4.0
50,407,5.0
850,430,4.0
517,308,4.0
916,138,4.0
855,174,4.0
638,412,4.0
587,97,4.0
677,171,4.0
278,154,4.0
954,183,4.0
836,242,4.0
989,304,4.0
300,285,4.0
802,27,4.0
589,402,4.0
810,360,4.0
649,60,5.0
618,202,5.0
607,250,4.0
135,362,5.0
580,69,4.0
147,458,4.0
490,370,4.0
478,21,4.0
159,152,4.0
384,102,4.0
163,387,4.0
441,488,4.0
853,95,4.0
189,446,4.0
415,361,4.0
339,229,4.0
607,125,5.0
181,258,4.0
288,322,4.0
834,487,5.0
187,369,5.0
884,426,5.0
138,236,4.0
130,162,4.0
194,42,4.0
316,276,5.0
984,353,5.0
785,68,4.0
864,173,4.0
144,492,5.0
16,331,4.0
302,125,4.0
423,170,4.0
245,47,4.0
927,261,4.0
107,217,4.0
88,305,4.0
129,124,4.0
907,293,4.0
887,162,4.0
341,201,4.0
4,454,4.0
327,402,4.0
410,462,5.0
879,275,4.0
306,206,4.0
908,40,4.0
607,273,4.0
721,188,5.0
225,355,4.0
971,93,5.0
348,42,5.0
992,465,4.0
321,379,5.0
559,107,4.0
988,328,4.0
181,65,4.0
618,365,4.0
711,309,5.0
386,484,4.0
618,135,4.0
792,494,4.0
772,389,4.0
108,24,4.0
531,28,4.0
410,62,5.0
971,491,4.0
296,273,4.0
818,229,4.0
171,20,4.0
331,3,4.0
493,421,4.0
195,218,4.0
12,399,4.0
195,307,4.0
490,432,4.0
795,136,4.0
881,397,4.0
182,432,5.0
962,3,5.0
817,193,4.0
656,73,5.0
898,415,4.0
316,361,4.0
694,118,4.0
30,154,5.0
596,209,4.0
678,440,5.0
796,34,4.0
793,137,5.0
96,318,4.0
381,120,4.0
778,115,4.0
444,13,4.0
298,69,4.0
808,425,4.0
737,333,4.0
845,257,4.0
361,89,4.0
374,47,5.0
554,260,4.0
303,228,4.0
421,447,5.0
246,180,4.0
720,10,4.0
237,284,4.0
534,377,4.0
185,126,4.0
468,134,5.0
754,155,4.0
363,248,4.0
283,140,4.0
553,318,4.0
336,436,4.0
162,176,5.0
160,323,5.0
474,174,4.0
601,481,5.0
322,74,4.0
12,351,5.0
424,143,4.0
73,455,4.0
588,292,4.0
858,398,4.0
201,112,4.0
522,206,4.0
864,131,4.0
505,369,4.0
738,110,4.0
688,370,4.0
788,67,4.0
39,382,4.0
60,86,4.0
578,275,4.0
321,227,4.0
435,460,4.0
636,438,4.0
676,325,4.0
408,10,4.0
923,489,4.0
386,417,4.0
671,397,4.0
569,384,4.0
78,355,4.0
194,435,4.0
285,288,4.0
527,459,4.0
524,112,4.0
613,486,4.0
156,24,4.0
340,291,5.0
125,339,4.0
871,326,4.0
280,168,4.0
917,438,4.0
906,109,4.0
622,428,4.0
846,190,4.0
869,490,4.0
658,355,4.0
728,196,4.0
910,33,4.0
674,205,4.0
128,312,4.0
314,420,4.0
332,182,4.0
150,491,4.0
454,147,4.0
36,427,5.0
685,268,5.0
420,11,4.0
22,70,4.0
206,256,4.0
639,396,4.0
848,219,5.0
957,297,5.0
356,409,4.0
440,362,4.0
729,259,4.0
96,3,5.0
929,84,4.0
941,156,5.0
164,151,4.0
148,176,4.0
530,195,4.0
294,426,4.0
195,472,4.0
663,107,4.0
480,424,4.0
877,134,4.0
123,276,4.0
400,395,4.0
699,352,5.0
965,380,4.0
452,155,4.0
661,277,4.0
104,236,4.0
755,240,4.0
462,370,5.0
743,13,4.0
991,342,4.0
718,35,4.0
710,47,4.0
396,214,5.0
912,412,5.0
337,405,4.0
599,494,5.0
142,146,4.0
317,159,4.0
711,444,4.0
558,125,5.0
800,110,5.0
527,37,4.0
556,277,4.0
401,14,5.0
681,473,5.0
310,347,4.0
495,232,4.0
556,316,4.0
610,124,4.0
773,279,4.0
109,479,4.0
795,111,4.0
372,124,4.0
855,413,4.0
616,431,4.0
768,30,4.0
891,115,4.0
206,90,4.0
847,212,4.0
43,38,4.0
865,83,4.0
245,27,4.0
287,217,5.0
355,360,4.0
785,486,4.0
476,372,5.0
83,215,4.0
110,221,4.0
950,15,5.0
190,443,4.0
983,259,4.0
800,266,4.0
936,463,4.0
909,120,4.0
251,464,4.0
724,401,5.0
291,128,4.0
645,211,4.0
201,11,4.0
797,176,4.0
326,133,4.0
511,325,4.0
409,320,4.0
607,14,4.0
790,50,4.0
962,410,4.0
941,72,4.0
837,69,4.0
508,391,4.0
731,383,5.0
601,16,4.0
72,439,4.0
247,334,4.0
641,357,4.0
724,56,4.0
940,105,4.0
855,132,4.0
608,484,4.0
587,48,4.0
935,248,5.0
566,273,5.0
344,111,4.0
971,420,4.0
925,326,4.0
54,336,4.0
730,349,5.0
528,484,4.0
611,38,4.0
532,357,4.0
558,240,5.0
963,318,4.0
193,121,4.0
895,48,4.0
58,10,5.0
437,233,4.0
111,36,4.0
129,413,4.0
849,462,4.0
706,4,4.0
925,44,4.0
852,56,4.0
326,42,5.0
8,255,5.0
29,228,4.0
112,114,4.0
947,237,4.0
673,397,4.0
131,174,4.0
188,255,4.0
675,466,4.0
709,417,4.0
475,277,4.0
364,464,4.0
204,335,4.0
212,441,4.0
621,69,4.0
276,326,4.0
73,230,4.0
679,67,4.0
772,304,5.0
243,460,4.0
787,484,5.0
102,417,4.0
987,36,4.0
685,417,4.0
171,159,4.0
653,149,5.0
909,27,4.0
188,475,4.0
441,72,5.0
86,248,4.0
476,101,5.0
52,190,4.0
111,96,4.0
949,384,5.0
877,282,4.0
854,322,4.0
43,396,4.0
211,278,4.0
968,17,4.0
200,263,4.0
810,107,4.0
858,68,4.0
752,128,4.0
627,293,4.0
26,294,4.0
919,96,5.0
299,395,4.0
77,1,4.0
924,409,4.0
137,298,4.0
20,180,4.0
440,408,4.0
211,181,4.0
752,235,5.0
551,440,4.0
435,319,4.0
780,337,4.0
207,8,5.0
991,443,4.0
439,429,5.0
974,27,5.0
779,308,4.0
666,146,4.0
42,91,5.0
411,342,4.0
523,272,4.0
